time,x_true,y_true,v_true,yaw_true,nkf_x,nkf_y,nkf_v,nkf_yaw,ekf_x,ekf_y,ekf_v,ekf_yaw,ukf_x,ukf_y,ukf_v,ukf_yaw,nkf_xy_error,nkf_v_error,nkf_yaw_error,ekf_xy_error,ekf_v_error,ekf_yaw_error,ukf_xy_error,ukf_v_error,ukf_yaw_error
5,9.37442,11.5979,2.96903,0.993805,10.3205,12.5449,3.37114,0.982509,10.2071,12.6588,3.35501,0.991769,10.3841,12.5135,3.38317,0.973625,1.33854,-0.402115,0.0112962,1.34864,-0.385981,0.00203589,1.36294,-0.414141,0.0201797
5.1,9.53639,11.8468,2.90101,0.995595,10.4605,12.7523,3.34597,0.989672,10.3367,12.8667,3.32735,0.999999,10.5192,12.7236,3.35614,0.981831,1.29384,-0.444957,0.00592329,1.29647,-0.426342,0.00440361,1.3171,-0.455129,0.0137638
5.2,9.6942,12.0902,2.97429,0.997353,10.419,13.0281,3.30316,1.01203,10.2893,13.1404,3.28241,1.0233,10.48,13.001,3.31136,1.00505,1.18537,-0.328875,0.0146773,1.20713,-0.308122,0.0259508,1.20299,-0.337076,0.00770198
5.3,9.85557,12.34,2.97541,0.999206,10.4221,13.3681,3.29235,1.0289,10.2984,13.4772,3.2723,1.03959,10.4995,13.3383,3.30177,1.0211,1.17382,-0.316941,0.0296982,1.22031,-0.296891,0.0403881,1.18792,-0.326362,0.0218957
5.4,10.0165,12.5903,2.98438,1.00169,10.5806,13.8657,3.344,1.04041,10.4626,13.9769,3.32595,1.05022,10.6701,13.8322,3.3553,1.03157,1.3946,-0.359615,0.0387133,1.45665,-0.34157,0.0485234,1.40346,-0.370913,0.0298741
5.5,10.1773,12.8417,3.0203,1.00977,10.7617,14.0228,3.32063,1.04046,10.6337,14.1339,3.30049,1.05109,10.846,13.9926,3.33076,1.03248,1.31775,-0.300328,0.0306831,1.37045,-0.280188,0.0413126,1.33108,-0.310462,0.0227085
5.6,10.338,13.0974,3.09831,1.01413,10.7997,14.318,3.30488,1.05367,10.6715,14.4273,3.28431,1.06442,10.8915,14.2883,3.31499,1.04575,1.30497,-0.206569,0.0395427,1.37111,-0.185995,0.0502852,1.31318,-0.216682,0.0316176
5.7,10.5017,13.3605,3.05232,1.00695,11.1194,14.0046,3.20507,1.03082,10.9617,14.1099,3.17777,1.04397,11.1828,13.9852,3.21108,1.0256,0.892411,-0.152754,0.0238715,0.879348,-0.125457,0.0370202,0.924175,-0.158765,0.0186532
5.8,10.6649,13.6184,2.96513,0.995776,11.1416,14.6475,3.2591,1.05799,10.985,14.7593,3.2335,1.07124,11.2107,14.6282,3.26526,1.0529,1.1341,-0.293972,0.0622157,1.18491,-0.26837,0.0754643,1.1478,-0.300129,0.0571284
5.9,10.8261,13.8673,3.02675,1.00539,11.6095,14.7763,3.28757,1.03406,11.4555,14.8832,3.26261,1.04552,11.6872,14.7498,3.29673,1.02682,1.20001,-0.260817,0.0286785,1.19511,-0.235859,0.0401309,1.23299,-0.269975,0.0214364
